n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
376	2509035	0.000	61	11205	241	2781	57790	0.45501	0.03102	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_209.fa
9	14607	0.000	3	1426	8	1098	4162	0.53392	0.04568	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_20.fa
520	2542139	0.000	101	7558	354	2243	37044	0.43928	0.02816	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_210.fa
3073	4913836	0.000	1101	1603	2605	1095	9745	0.66265	0.04169	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_211.fa
68	120716	0.000	22	1815	57	1098	4346	0.20518	0.05363	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_212.fa
1951	2885922	0.000	738	1449	1674	1071	11126	0.63892	0.03690	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_213.fa
2600	17473525	0.000	708	7872	1983	3635	69711	0.64787	0.03586	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_214.fa
82	473492	0.000	8	13221	49	1973	60346	0.40056	0.03745	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_215.fa
29	40876	0.000	11	1313	27	1030	3401	0.46367	0.06070	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_216.fa
353	2760039	0.000	66	11857	238	3471	73402	0.37513	0.02119	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_217.fa
157	390218	0.000	43	2853	124	1355	10340	0.50478	0.03424	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_218.fa
11	19329	0.000	5	1823	10	1308	3299	0.59196	0.03517	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_219.fa
21	33519	0.000	8	1771	18	1100	3223	0.39986	0.02631	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_21.fa
1051	2326842	0.000	304	2378	845	1258	21135	0.63331	0.03997	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_220.fa
2862	5573164	0.000	873	2017	2345	1157	13681	0.61286	0.03167	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_221.fa
2	2168	0.000	1	1125	2	1043	1125	0.42297	0.03050	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_222.fa
126	3325475	0.000	12	78568	52	10492	236294	0.44908	0.02468	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_223.fa
535	849321	0.000	185	1542	454	1077	10060	0.80144	0.03484	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_224.fa
752	8618237	0.000	139	17346	502	5088	151131	0.34203	0.02392	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_225.fa
4636	7357033	0.000	1680	1580	3941	1102	8225	0.55103	0.03584	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_226.fa
1	1249	0.000	1	1249	1	1249	1249	0.61649	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_227.fa
323	972711	0.000	71	3841	240	1350	30398	0.43153	0.04067	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_228.fa
247	2842669	0.000	38	21055	149	4598	228940	0.46282	0.03746	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_229.fa
2295	3431798	0.000	855	1452	1964	1072	6934	0.64592	0.03895	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_22.fa
356	3022067	0.000	61	13657	227	3738	79567	0.29863	0.02218	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_230.fa
11048	19148074	0.000	3872	1801	9264	1139	11464	0.46416	0.02048	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_231.fa
325	622336	0.000	97	1972	267	1130	21985	0.63010	0.04109	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_232.fa
5411	9223267	0.000	1893	1756	4548	1124	16041	0.55551	0.04355	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_233.fa
2828	4275828	0.000	1054	1482	2422	1079	8852	0.60906	0.04365	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_234.fa
1079	1723611	0.000	383	1549	914	1091	7950	0.55395	0.03531	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_235.fa
24	1934754	0.000	4	131920	12	33454	521924	0.55146	0.02142	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_236.fa
129	332443	0.000	22	2876	98	1150	33915	0.44806	0.05763	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_237.fa
2	2337	0.000	1	1328	2	1009	1328	0.66196	0.05925	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_238.fa
36	201390	0.000	6	10152	22	1735	22695	0.32163	0.04121	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_239.fa
40	62662	0.000	15	1496	35	1088	4177	0.70713	0.03175	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_23.fa
3098	5312940	0.000	1069	1759	2597	1120	7269	0.67093	0.02315	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_240.fa
15	177050	0.000	2	33074	8	6714	61285	0.40319	0.02149	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_241.fa
1372	2473255	0.000	464	1899	1141	1146	5839	0.43153	0.02296	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_242.fa
656	12353792	0.000	60	42473	367	6824	1264111	0.40867	0.01822	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_243.fa
759	1238697	0.000	277	1686	642	1119	4298	0.49384	0.02164	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_244.fa
5271	16561043	0.000	1569	3539	4127	1799	52280	0.63299	0.03199	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_245.fa
969	3504275	0.000	212	4780	698	1641	32709	0.64854	0.02281	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_246.fa
35	87662	0.000	10	2702	28	1249	11873	0.20046	0.02924	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_247.fa
2095	4218279	0.000	651	2148	1709	1191	22309	0.64859	0.02849	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_248.fa
1	1621	0.000	1	1621	1	1621	1621	0.32572	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_249.fa
263	724944	0.000	49	3147	199	1230	38942	0.41347	0.03095	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_24.fa
11	12265	0.000	6	1137	10	1034	1226	0.49034	0.02910	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_250.fa
309	2453610	0.000	36	14748	195	3174	94052	0.41669	0.03957	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_25.fa
152	569074	0.000	24	6020	105	1489	29371	0.63038	0.05253	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_26.fa
222	459021	0.000	62	2142	180	1160	7287	0.41001	0.04624	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_27.fa
5925	10539452	0.000	1875	1792	4938	1114	34948	0.33394	0.04477	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_28.fa
1551	11171107	0.000	373	8585	1167	3740	73157	0.40381	0.03170	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_29.fa
44	68488	0.000	17	1464	38	1110	5222	0.64455	0.03741	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_2.fa
15	19383	0.000	7	1224	14	1035	1662	0.74266	0.06517	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_30.fa
17	25948	0.000	7	1602	15	1029	2339	0.67909	0.04647	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_31.fa
6	14007	0.000	3	2565	5	1381	4344	0.53302	0.01075	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_32.fa
822	1235779	0.000	288	1416	704	1054	10715	0.71032	0.04411	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_33.fa
5747	9135086	0.000	2057	1573	4878	1093	8831	0.34817	0.03324	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_34.fa
75	127824	0.000	24	1658	63	1103	4782	0.66002	0.04911	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_35.fa
6	7883	0.000	3	1363	6	1044	1733	0.40670	0.04495	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_36.fa
5	6714	0.000	2	1624	5	1006	1958	0.51609	0.02262	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_37.fa
34	41304	0.000	16	1190	30	1022	1722	0.73230	0.03206	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_38.fa
1	1541	0.000	1	1541	1	1541	1541	0.48151	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_39.fa
1165	2153023	0.000	394	1943	966	1165	8244	0.65827	0.03961	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_3.fa
684	4783005	0.000	89	10337	469	3022	125739	0.43871	0.01942	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_40.fa
2	2110	0.000	1	1102	2	1008	1102	0.55071	0.02675	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_41.fa
322	1114475	0.000	34	5695	225	1351	46890	0.59231	0.04833	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_42.fa
24	29298	0.000	11	1177	22	1018	1850	0.63479	0.04674	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_43.fa
1345	3453509	0.000	357	2970	1052	1353	17206	0.51873	0.01937	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_44.fa
4678	8018994	0.000	1632	1751	3923	1127	12735	0.52236	0.02142	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_45.fa
597	4240179	0.000	58	12563	378	2771	364738	0.33575	0.02630	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_46.fa
1156	3556497	0.000	292	3655	881	1571	18546	0.60186	0.02374	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_47.fa
220	327195	0.000	83	1448	189	1061	4750	0.62325	0.04750	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_48.fa
131	261933	0.000	35	2183	107	1134	12368	0.59780	0.04467	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_49.fa
66	103121	0.000	23	1524	56	1048	6212	0.64769	0.05091	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_4.fa
194	2185096	0.000	16	36523	94	3928	114709	0.32533	0.02868	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_50.fa
779	7554002	0.000	97	15817	512	3882	170183	0.40524	0.03238	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_51.fa
213	2103315	0.000	25	20553	124	4040	113427	0.51571	0.03193	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_52.fa
1	1298	0.000	1	1298	1	1298	1298	0.56009	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_53.fa
398	2263675	0.000	57	9595	256	2241	114314	0.50410	0.05944	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_54.fa
2	2426	0.000	1	1421	2	1005	1421	0.44559	0.00950	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_55.fa
3	20570	0.000	1	17730	2	1424	17730	0.77584	0.01250	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_56.fa
11	29948	0.000	4	3721	9	1982	4001	0.56949	0.01689	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_57.fa
13	15594	0.000	6	1106	12	1021	1891	0.37553	0.04476	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_58.fa
4	5211	0.000	2	1281	4	1097	1723	0.62215	0.05472	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_59.fa
127	2949517	0.000	10	95481	47	10796	304792	0.65039	0.03967	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_5.fa
693	5479813	0.000	46	19394	412	2885	398324	0.53605	0.02521	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_60.fa
609	1083011	0.000	190	1764	508	1109	42830	0.67337	0.02242	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_61.fa
500	3714439	0.000	71	11933	325	2994	115478	0.33009	0.02896	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_62.fa
2	2594	0.000	1	1404	2	1190	1404	0.53816	0.00125	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_63.fa
2540	4347818	0.000	884	1756	2134	1127	7637	0.49440	0.02589	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_64.fa
143	10044858	0.000	19	169510	65	37563	647004	0.39413	0.02064	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_65.fa
1325	2512595	0.000	450	1999	1097	1191	6160	0.76693	0.03467	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_66.fa
27	119372	0.000	2	15639	18	1435	46833	0.57788	0.03249	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_67.fa
8441	14203099	0.000	2966	1717	7103	1116	9394	0.55762	0.03321	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_68.fa
120	4416331	0.000	16	86075	59	19851	252709	0.69733	0.03646	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_69.fa
2713	4681482	0.000	908	1730	2275	1120	34418	0.31143	0.04023	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_6.fa
476	6689902	0.000	29	48345	259	4358	394165	0.58312	0.02468	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_70.fa
7	10459	0.000	3	1218	6	1037	3406	0.51841	0.03103	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_71.fa
751	7157656	0.000	94	16938	468	3703	178786	0.62291	0.03401	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_72.fa
11	16902	0.000	5	1335	10	1143	3353	0.59644	0.04140	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_73.fa
271	391588	0.000	101	1396	233	1052	5289	0.43361	0.05986	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_74.fa
58	113018	0.000	17	2159	48	1071	12600	0.32624	0.04160	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_75.fa
1	1113	0.000	1	1113	1	1113	1113	0.61815	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_76.fa
125	1334696	0.000	21	18880	73	4702	91007	0.57040	0.01575	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_77.fa
23	41402	0.000	8	1582	20	1127	4846	0.44778	0.03610	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_78.fa
1452	5996059	0.000	367	4824	1088	2127	39032	0.33904	0.02104	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_79.fa
6	10592	0.000	2	2020	5	1149	3373	0.48603	0.02759	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_7.fa
2245	11916940	0.000	503	6395	1667	2676	48376	0.36241	0.02940	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_80.fa
401	4806575	0.000	66	20051	252	4783	98772	0.24780	0.02962	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_81.fa
952	4399730	0.000	157	7406	645	1885	49534	0.53157	0.03837	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_82.fa
3	3688	0.000	2	1081	3	1041	1566	0.53959	0.02073	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_83.fa
1207	2805883	0.000	316	2554	955	1240	87021	0.42760	0.02620	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_84.fa
1	1097	0.000	1	1097	1	1097	1097	0.50046	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_85.fa
2	2832	0.000	1	1500	2	1332	1500	0.42444	0.00975	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_86.fa
18	23001	0.000	8	1241	16	1039	1944	0.62623	0.04282	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_87.fa
527	15644790	0.000	65	58521	310	12129	281949	0.34938	0.02227	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_88.fa
1540	2921123	0.000	510	2012	1272	1180	10096	0.71169	0.03840	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_89.fa
97	3280462	0.000	8	103398	48	14429	374661	0.44096	0.02065	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_8.fa
752	4621498	0.000	174	8249	543	2937	44241	0.36031	0.01949	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_90.fa
3597	17190505	0.000	1036	5324	2809	2755	39560	0.51424	0.03750	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_91.fa
236	2986090	0.000	26	24482	143	4771	424358	0.37548	0.03547	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_92.fa
814	6248621	0.000	148	10645	566	3513	81208	0.53400	0.03559	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_93.fa
4580	45935925	0.000	1258	11705	3511	5517	55041	0.63356	0.02129	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_94.fa
6668	12310427	0.000	2191	1915	5529	1159	11963	0.58697	0.03893	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_95.fa
16	21526	0.000	7	1335	14	1112	1837	0.66696	0.02536	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_96.fa
407	3817120	0.000	41	18660	244	3410	161586	0.38301	0.03697	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_97.fa
1744	11560397	0.000	469	7892	1325	3571	57601	0.61099	0.03897	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_98.fa
537	943186	0.000	177	1767	448	1121	6493	0.38461	0.02572	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_99.fa
1	1037	0.000	1	1037	1	1037	1037	0.60656	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/5m_NC_Bin_9.fa
145	277416	0.000	48	2032	120	1176	4594	0.42231	0.03731	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_0.fa
2219	7765154	0.000	513	4190	1669	1758	72264	0.46774	0.02802	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_100.fa
7	13611	0.000	2	2026	6	1057	5336	0.58475	0.06200	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_101.fa
498	2001306	0.000	107	5416	356	1894	23988	0.44138	0.02590	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_102.fa
35	153523	0.000	2	22268	22	1486	65150	0.41877	0.03144	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_103.fa
3	113116	0.000	2	33882	3	32523	46711	0.55216	0.01021	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_104.fa
2115	4373541	0.000	645	2223	1720	1204	9739	0.40494	0.02947	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_105.fa
7780	13605560	0.000	2671	1793	6514	1137	39214	0.46141	0.02178	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_106.fa
8	30464	0.000	2	3957	6	1721	12516	0.50929	0.01272	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_107.fa
174	274592	0.000	66	1598	148	1115	4698	0.49662	0.04064	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_108.fa
361	2609655	0.000	56	11710	245	3104	70630	0.44168	0.01739	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_109.fa
398	1645658	0.000	79	5747	279	1803	31118	0.53967	0.01905	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_10.fa
3383	5523267	0.000	1212	1646	2860	1112	15804	0.52021	0.02123	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_110.fa
715	3878507	0.000	119	8603	485	2304	53121	0.53521	0.03620	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_111.fa
62	103814	0.000	20	1511	53	1077	7704	0.39939	0.05213	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_112.fa
728	2307140	0.000	175	3928	548	1574	29622	0.45253	0.02785	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_113.fa
15	62828	0.000	2	6016	10	1705	30698	0.41446	0.02936	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_114.fa
23	44937	0.000	8	1934	19	1186	5909	0.50720	0.09265	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_115.fa
2149	4342984	0.000	652	2134	1759	1200	15678	0.60048	0.02982	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_116.fa
30	44645	0.000	11	1396	26	1047	3266	0.21402	0.04790	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_117.fa
151	368347	0.000	26	2556	117	1156	29610	0.56147	0.04949	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_118.fa
280	1026423	0.000	37	5867	198	1486	45520	0.42338	0.03898	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_119.fa
1	1020	0.000	1	1020	1	1020	1020	0.46961	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_11.fa
496	1459747	0.000	129	3557	376	1480	18695	0.55989	0.03301	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_120.fa
35	50319	0.000	14	1379	31	1066	3423	0.67122	0.02603	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_121.fa
1344	2540488	0.000	451	2009	1113	1179	10634	0.36601	0.01677	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_122.fa
3	3586	0.000	2	1027	3	1001	1558	0.58003	0.03185	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_123.fa
5	8594	0.000	2	2032	5	1166	2703	0.46660	0.05668	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_124.fa
467	4112492	0.000	68	16156	289	3626	101799	0.31781	0.02328	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_125.fa
284	647425	0.000	83	2487	226	1244	14058	0.45567	0.02514	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_126.fa
355	2904771	0.000	61	13338	230	3574	65601	0.40014	0.02858	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_127.fa
118	165507	0.000	46	1349	102	1061	5577	0.66286	0.06018	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_128.fa
11	22272	0.000	4	2658	9	1159	3345	0.41029	0.03914	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_129.fa
68	1959668	0.000	7	103015	30	12515	198234	0.35941	0.02668	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_12.fa
11	26824	0.000	3	3571	9	1221	6342	0.57199	0.03458	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/9m_NC_Bin_130.fa
