"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15mm_Bin_63-contigs","taxid assigned","based on 406/460 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;0.97;0.97;0.90;0.86;0.83;0.83;0.76;0.69","Bacteria","0.97","Proteobacteria: 0.90","Gammaproteobacteria: 0.86","Chromatiales: 0.83","Chromatiaceae: 0.83","Chromatium: 0.76","Chromatium okenii: 0.69","15mm","CB",196,516982,0,42,3206,150,1242,20440,0.48893,0.05735,0.516982,"bacteria_odb10","0.8","0.8","0.0","3.2","96.0","124","C:0.8%[S:0.8%,D:0.0%],F:3.2%,M:96.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_64-contigs","taxid assigned","based on 2016/2075 ORFs","1;131567;2;1224;28216;32003;32011;359407","1.00;0.99;0.99;0.71;0.63;0.43;0.41;0.38","Bacteria","0.99","Proteobacteria: 0.71","Betaproteobacteria: 0.63","Nitrosomonadales: 0.43","Methylophilaceae: 0.41","Methylotenera: 0.38","no support","15mm","CB",594,1655619,0,148,3221,456,1392,22693,0.4295,0.02742,1.655619,"bacteria_odb10","37.9","37.1","0.8","21.8","40.3","124","C:37.9%[S:37.1%,D:0.8%],F:21.8%,M:40.3%,n:124","C:7.7%[S:7.7%,D:0.0%],F:4.6%,M:87.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.4%,M:96.4%,n:255"
"15mm_Bin_65-contigs","taxid assigned","based on 6538/7695 ORFs","1;131567;2;2323;1783234;1783273","1.00;0.99;0.97;0.41;0.41;0.36","Bacteria","0.97","no support","no support","no support","no support","no support","no support","15mm","CB",540,7751306,0,88,20432,364,6202,130837,0.33543,0.02504,7.751306,"mycoplasmatales_odb10","86.2","51.1","35.1","2.3","11.5","174","C:97.6%[S:77.4%,D:20.2%],F:2.4%,M:0.0%,n:124","C:20.1%[S:13.4%,D:6.7%],F:5.7%,M:74.2%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.6%,M:94.5%,n:255"
"15mm_Bin_69-contigs","taxid assigned","based on 1461/1566 ORFs","1;131567;2;1224;68525;28221;213462;213468;2357;2358*","1.00;1.00;0.98;0.89;0.85;0.85;0.45;0.45;0.45;0.45","Bacteria","0.98","Proteobacteria: 0.89","Deltaproteobacteria: 0.85","Syntrophobacterales: 0.45","Syntrophaceae: 0.45","Desulfomonile: 0.45","Desulfomonile tiedjei*: 0.45","15mm","CB",296,1555444,0,85,5967,226,3137,32716,0.46615,0.01831,1.555444,"bacteria_odb10","44.4","44.4","0.0","8.1","47.5","124","C:44.4%[S:44.4%,D:0.0%],F:8.1%,M:47.5%,n:124","C:12.4%[S:12.4%,D:0.0%],F:3.1%,M:84.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
"15mm_Bin_7-contigs","taxid assigned","based on 517/1033 ORFs","1;131567;2;1224;68525;28221","1.00;0.90;0.84;0.56;0.35;0.35","Bacteria","0.84","Proteobacteria: 0.56","Deltaproteobacteria: 0.35","no support","no support","no support","no support","15mm","CB",313,681223,0,65,2313,249,1120,29664,0.70079,0.02814,0.681223,"bacteria_odb10","1.6","1.6","0.0","1.6","96.8","124","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15mm_Bin_74-contigs","taxid assigned","based on 4460/4959 ORFs","1;131567;2;1783257;203682;473814;2026780","1.00;1.00;1.00;0.91;0.90;0.60;0.60","Bacteria","1.00","Planctomycetes: 0.90",NA,NA,NA,NA,"Planctomycetes bacterium: 0.60","15mm","CB",1936,4750694,0,566,2771,1532,1378,12011,0.54426,0.02287,4.750694,"bacteria_odb10","45.2","45.2","0.0","21.8","33.0","124","C:45.2%[S:45.2%,D:0.0%],F:21.8%,M:33.0%,n:124","C:8.2%[S:8.2%,D:0.0%],F:7.2%,M:84.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.7%,M:95.7%,n:255"
"15mm_Bin_76-contigs","taxid assigned","based on 3913/4256 ORFs","1;131567;2;203691;203692;136","1.00;1.00;0.98;0.65;0.35;0.32","Bacteria","0.98","Spirochaetes: 0.65","Spirochaetia: 0.35","Spirochaetales: 0.32","no support","no support","no support","15mm","CB",431,4551649,0,84,16817,282,4913,62030,0.61106,0.03067,4.551649,"spirochaetales_odb10","87.0","86.7","0.3","5.8","7.2","345","C:72.6%[S:71.8%,D:0.8%],F:15.3%,M:12.1%,n:124","C:17.5%[S:17.0%,D:0.5%],F:5.7%,M:76.8%,n:194","C:4.3%[S:4.3%,D:0.0%],F:1.2%,M:94.5%,n:255"
"15mm_Bin_77-contigs","taxid assigned","based on 3912/4228 ORFs","1;131567;2;1783270;68336;976","1.00;0.95;0.94;0.79;0.79;0.79","Bacteria","0.94","Bacteroidetes: 0.79","no support","no support","no support","no support","no support","15mm","CB",328,4276996,0,20,64195,126,4576,283914,0.3386,0.02649,4.276996,"bacteria_odb10","92.7","77.4","15.3","5.6","1.7","124","C:92.7%[S:77.4%,D:15.3%],F:5.6%,M:1.7%,n:124","C:18.1%[S:16.0%,D:2.1%],F:3.6%,M:78.3%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.4%,M:92.9%,n:255"
"15mm_Bin_8-contigs","taxid assigned","based on 267/775 ORFs","1;131567;2","1.00;0.99;0.66","Bacteria","0.66","no support","no support","no support","no support","no support","no support","15mm","CB",404,969158,0,93,2788,316,1203,18554,0.4328,0.08988,0.969158,"mollicutes_odb10","0.7","0.7","0.0","0.0","99.3","151","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_87-contigs","taxid assigned","based on 22869/25678 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.55;0.35","Bacteria","0.99","Verrucomicrobia: 0.35","no support","no support","no support","no support","no support","15mm","CB",11916,21119964,0,3981,1817,9934,1134,10475,0.59705,0.04082,21.119964,"bacteria_odb10","86.3","41.1","45.2","8.1","5.6","124","C:86.3%[S:41.1%,D:45.2%],F:8.1%,M:5.6%,n:124","C:19.6%[S:11.9%,D:7.7%],F:5.7%,M:74.7%,n:194","C:4.3%[S:3.5%,D:0.8%],F:3.5%,M:92.2%,n:255"
"15mm_Bin_88-contigs","taxid assigned","based on 11238/12048 ORFs","1;131567;2;1783270;68336;976;117743;200644","1.00;0.98;0.95;0.85;0.84;0.84;0.41;0.39","Bacteria","0.95","Bacteroidetes: 0.84","Flavobacteriia: 0.41","Flavobacteriales: 0.39","no support","no support","no support","15mm","CB",749,12894536,0,59,48051,422,6045,433430,0.33699,0.02494,12.894536,"bacteria_odb10","100.0","3.2","96.8","0.0","0.0","124","C:100.0%[S:3.2%,D:96.8%],F:0.0%,M:0.0%,n:124","C:20.6%[S:2.6%,D:18.0%],F:3.1%,M:76.3%,n:194","C:4.3%[S:0.8%,D:3.5%],F:2.0%,M:93.7%,n:255"
"15mm_Bin_89-contigs","taxid assigned (2/2)","based on 1996/2016 ORFs","1;131567;2;1224;28216","1.00;1.00;1.00;0.38;0.38","Bacteria","1.00","Proteobacteria: 0.38","Betaproteobacteria: 0.38","no support","no support","no support","no support","15mm","CB",675,1361623,0,194,2063,549,1148,14273,0.37993,0.02512,1.361623,"bacteria_odb10","71.8","46.8","25.0","18.5","9.7","124","C:71.8%[S:46.8%,D:25.0%],F:18.5%,M:9.7%,n:124","C:8.7%[S:8.2%,D:0.5%],F:6.2%,M:85.1%,n:194","C:2.4%[S:2.4%,D:0.0%],F:3.5%,M:94.1%,n:255"
"15mm_Bin_9-contigs","taxid assigned","based on 2858/2967 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;1.00;0.98;0.98;0.97;0.66;0.55","Bacteria","1.00","Bacteroidetes: 0.97",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.55","15mm","CB",754,2841584,0,184,4852,556,1848,22627,0.36504,0.0203,2.841584,"bacteria_odb10","66.9","66.1","0.8","12.9","20.2","124","C:66.9%[S:66.1%,D:0.8%],F:12.9%,M:20.2%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.6%,M:82.0%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.1%,M:94.2%,n:255"
"15mm_Bin_91-contigs","taxid assigned","based on 6893/7383 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;0.99;0.82;0.81;0.76;0.35","Bacteria","0.99","Bacteroidetes: 0.76","Bacteroidia: 0.35","no support","no support","no support","no support","15mm","CB",2092,7245380,0,612,3853,1646,2005,29140,0.34764,0.01951,7.24538,"bacteria_odb10","84.7","51.6","33.1","10.5","4.8","124","C:84.7%[S:51.6%,D:33.1%],F:10.5%,M:4.8%,n:124","C:16.5%[S:10.3%,D:6.2%],F:5.7%,M:77.8%,n:194","C:4.7%[S:3.9%,D:0.8%],F:2.4%,M:92.9%,n:255"
"15mm_Bin_96-contigs","taxid assigned","based on 345/557 ORFs","1;131567;2;1224;1236;33811;1913989","1.00;0.91;0.82;0.53;0.44;0.40;0.40","Bacteria","0.82","Proteobacteria: 0.53","Gammaproteobacteria: 0.44",NA,NA,NA,"Gammaproteobacteria bacterium: 0.40","15mm","CB",216,594301,0,45,3159,164,1282,25654,0.46159,0.05233,0.594301,"bacteria_odb10","0.0","0.0","0.0","0.8","99.2","124","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_98-contigs","taxid assigned","based on 11885/12785 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;1.00;0.89;0.89;0.87;0.43","Bacteria","1.00","Bacteroidetes: 0.87","Bacteroidia: 0.43","no support","no support","no support","no support","15mm","CB",1860,15151946,0,418,10682,1354,4024,79369,0.40366,0.02598,15.151946,"bacteria_odb10","91.1","26.6","64.5","3.2","5.7","124","C:91.1%[S:26.6%,D:64.5%],F:3.2%,M:5.7%,n:124","C:22.7%[S:9.3%,D:13.4%],F:3.6%,M:73.7%,n:194","C:5.9%[S:4.3%,D:1.6%],F:2.0%,M:92.1%,n:255"
"15mm_Bin_99-contigs","taxid assigned","based on 2887/6470 ORFs","1;131567;2","1.00;0.76;0.68","Bacteria","0.68","no support","no support","no support","no support","no support","no support","15mm","CB",309,4086744,0,44,21348,196,5401,280614,0.27576,0.02962,4.086744,"bacteria_odb10","8.9","6.5","2.4","2.4","88.7","124","C:8.9%[S:6.5%,D:2.4%],F:2.4%,M:88.7%,n:124","C:5.1%[S:4.6%,D:0.5%],F:1.5%,M:93.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mw_Bin_0-contigs","taxid assigned","based on 2964/3093 ORFs","1;131567;2;1224","1.00;0.99;0.99;0.63","Bacteria","0.99","Proteobacteria: 0.63","no support","no support","no support","no support","no support","15mw","CB",827,2249226,0,111,3535,623,1191,39956,0.34114,0.05677,2.249226,"bacteria_odb10","91.2","59.7","31.5","5.6","3.2","124","C:91.2%[S:59.7%,D:31.5%],F:5.6%,M:3.2%,n:124","C:15.5%[S:13.4%,D:2.1%],F:7.2%,M:77.3%,n:194","C:5.1%[S:5.1%,D:0.0%],F:0.8%,M:94.1%,n:255"
"15mw_Bin_10-contigs","taxid assigned","based on 1245/1967 ORFs","1;131567;2","1.00;0.82;0.77","Bacteria","0.77","no support","no support","no support","no support","no support","no support","15mw","CB",415,1705451,0,65,5706,283,1692,107124,0.35311,0.06216,1.705451,"bacteria_odb10","4.0","3.2","0.8","0.8","95.2","124","C:4.0%[S:3.2%,D:0.8%],F:0.8%,M:95.2%,n:124","C:2.0%[S:0.5%,D:1.5%],F:0.0%,M:98.0%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255"
"15mw_Bin_100-contigs","taxid assigned","based on 2146/2684 ORFs","1;131567;2","1.00;0.54;0.51","Bacteria","0.51","no support","no support","no support","no support","no support","no support","15mw","CB",364,1614538,0,39,12348,231,1505,41350,0.39513,0.04819,1.614538,"bacteria_odb10","0.0","0.0","0.0","0.8","99.2","124","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_Bin_102-contigs","taxid assigned","based on 1342/1389 ORFs","1;131567;2;1783272;201174","1.00;1.00;1.00;0.49;0.48","Bacteria","1.00","Actinobacteria: 0.48","no support","no support","no support","no support","no support","15mw","CB",535,920111,0,178,1735,449,1120,6646,0.5157,0.02114,0.920111,"bacteria_odb10","46.8","34.7","12.1","14.5","38.7","124","C:46.8%[S:34.7%,D:12.1%],F:14.5%,M:38.7%,n:124","C:5.7%[S:5.2%,D:0.5%],F:1.5%,M:92.8%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
"15mw_Bin_103-contigs","taxid assigned (1/2)","based on 866/3123 ORFs","1;131567;2759;33090;3041;2692248;3166;2812636;3042","1.00;0.94;0.60;0.50;0.49;0.49;0.48;0.48;0.47","Eukaryota","0.60","Chlorophyta: 0.49","Chlorophyceae: 0.48","Chlamydomonadales: 0.47","no support","no support","no support","15mw","CB",416,3227316,0,61,14810,240,3076,92281,0.65847,0.04664,3.227316,"archaea_odb10","2.0","1.0","1.0","0.5","97.5","194","C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:2.0%[S:1.0%,D:1.0%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mw_Bin_104-contigs","taxid assigned","based on 1638/8985 ORFs","1;131567;2759;3027;589342;589343;55528;55529*;905079*","1.00;0.98;0.67;0.45;0.45;0.44;0.44;0.44;0.44","Eukaryota","0.67",NA,"Cryptophyceae: 0.45","Pyrenomonadales: 0.45","Geminigeraceae: 0.44","Guillardia: 0.44","Guillardia theta*: 0.44","15mw","CB",4581,7334937,0,1576,1575,3878,1077,7984,0.55893,0.08307,7.334937,"archaea_odb10","1.0","1.0","0.0","0.5","98.5","194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
"15mw_Bin_105-contigs","taxid assigned","based on 3957/4183 ORFs","1;131567;2;1224;1236;135613;1046;13724","1.00;1.00;1.00;0.95;0.89;0.85;0.85;0.46","Bacteria","1.00","Proteobacteria: 0.95","Gammaproteobacteria: 0.89","Chromatiales: 0.85","Chromatiaceae: 0.85","Thiocystis: 0.46","no support","15mw","CB",287,4420572,0,38,34201,149,7183,124464,0.6109,0.03448,4.420572,"chromatiales_odb10","95.7","95.4","0.3","0.5","3.8","652","C:96.8%[S:96.8%,D:0.0%],F:1.6%,M:1.6%,n:124","C:20.1%[S:20.1%,D:0.0%],F:5.2%,M:74.7%,n:194","C:4.3%[S:3.1%,D:1.2%],F:1.6%,M:94.1%,n:255"
"15mw_Bin_107-contigs","taxid assigned","based on 118/678 ORFs","1;131567;2;1783270;68336;976;1853228;2448777;2448778*","1.00;1.00;0.85;0.45;0.45;0.45;0.42;0.42;0.42","Bacteria","0.85","Bacteroidetes: 0.45","Chitinophagia: 0.42",NA,NA,NA,"Chitinophagia bacterium*: 0.42","15mw","CB",315,783793,0,66,3108,243,1190,15160,0.54185,0.08275,0.783793,"bacteria_odb10","0.0","0.0","0.0","0.8","99.2","124","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_Bin_110-contigs","taxid assigned","based on 575/885 ORFs","1;131567;2;1224","1.00;0.97;0.85;0.42","Bacteria","0.85","Proteobacteria: 0.42","no support","no support","no support","no support","no support","15mw","CB",387,650949,0,123,1700,325,1072,7531,0.38298,0.0573,0.650949,"bacteria_odb10","8.1","8.1","0.0","8.1","83.8","124","C:8.1%[S:8.1%,D:0.0%],F:8.1%,M:83.8%,n:124","C:4.6%[S:4.6%,D:0.0%],F:1.5%,M:93.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
"15mw_Bin_118-contigs","taxid assigned","based on 1431/3382 ORFs","1;131567;2","1.00;0.90;0.83","Bacteria","0.83","no support","no support","no support","no support","no support","no support","15mw","CB",360,1944029,0,30,7959,232,2057,428993,0.28468,0.02717,1.944029,"bacteria_odb10","7.2","4.8","2.4","0.0","92.8","124","C:7.2%[S:4.8%,D:2.4%],F:0.0%,M:92.8%,n:124","C:3.1%[S:2.6%,D:0.5%],F:0.5%,M:96.4%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_Bin_12-contigs","taxid assigned (1/2)","based on 11102/12598 ORFs","1;131567;2;1783257","1.00;1.00;0.99;0.40","Bacteria","0.99","no support","no support","no support","no support","no support","no support","15mw","CB",6197,9690130,0,2213,1546,5273,1075,11767,0.5898,0.04753,9.69013,"bacteria_odb10","52.4","33.9","18.5","27.4","20.2","124","C:52.4%[S:33.9%,D:18.5%],F:27.4%,M:20.2%,n:124","C:11.3%[S:8.2%,D:3.1%],F:8.8%,M:79.9%,n:194","C:3.5%[S:3.5%,D:0.0%],F:3.1%,M:93.4%,n:255"
"15mw_Bin_121-contigs","taxid assigned","based on 5832/6386 ORFs","1;131567;2;1783257;134625","1.00;1.00;0.99;0.78;0.30","Bacteria","0.99","Kiritimatiellaeota: 0.30","no support","no support","no support","no support","no support","15mw","CB",748,7426911,0,112,14768,502,4234,169098,0.53881,0.0282,7.426911,"bacteria_odb10","88.7","40.3","48.4","4.0","7.3","124","C:88.7%[S:40.3%,D:48.4%],F:4.0%,M:7.3%,n:124","C:19.1%[S:10.3%,D:8.8%],F:4.1%,M:76.8%,n:194","C:4.7%[S:2.0%,D:2.7%],F:1.6%,M:93.7%,n:255"
"15mw_Bin_122-contigs","taxid assigned (1/2)","based on 3896/4067 ORFs","1;131567;2;1224;81684;1977087","1.00;1.00;1.00;0.85;0.37;0.37","Bacteria","1.00","Proteobacteria: 0.85",NA,NA,NA,NA,"Proteobacteria bacterium: 0.37","15mw","CB",952,3774332,0,225,5041,700,1956,29221,0.51921,0.03752,3.774332,"bacteria_odb10","51.6","50.0","1.6","12.1","36.3","124","C:51.6%[S:50.0%,D:1.6%],F:12.1%,M:36.3%,n:124","C:11.3%[S:9.8%,D:1.5%],F:2.6%,M:86.1%,n:194","C:1.6%[S:1.2%,D:0.4%],F:3.1%,M:95.3%,n:255"
"15mw_Bin_125-contigs","taxid assigned","based on 5151/5258 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;1.00;1.00;0.99;0.98;0.97;0.97;0.93;0.74","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.98","Chromatiales: 0.97","Chromatiaceae: 0.97","Chromatium: 0.93","Chromatium okenii: 0.74","15mw","CB",1691,4397413,0,403,3091,1307,1299,29296,0.49378,0.05654,4.397413,"chromatiales_odb10","65.9","46.9","19.0","11.7","22.4","652","C:69.4%[S:50.0%,D:19.4%],F:17.7%,M:12.9%,n:124","C:13.9%[S:10.8%,D:3.1%],F:5.2%,M:80.9%,n:194","C:1.2%[S:0.4%,D:0.8%],F:1.6%,M:97.2%,n:255"
"15mw_Bin_127-contigs","taxid assigned","based on 577/1331 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852*","1.00;0.97;0.67;0.62;0.62;0.62;0.62;0.57;0.57;0.33;0.33","Eukaryota","0.67","Bacillariophyta: 0.62","Bacillariophyceae: 0.57","Bacillariales: 0.33","Bacillariaceae*: 0.33","no support","no support","15mw","CB",590,1388565,0,128,2771,461,1164,12133,0.49918,0.04377,1.388565,"eukaryota_odb10","0.4","0.4","0.0","0.4","99.2","255","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mw_Bin_128-contigs","taxid assigned","based on 1212/1894 ORFs","1;131567;2","1.00;0.76;0.69","Bacteria","0.69","no support","no support","no support","no support","no support","no support","15mw","CB",629,1150294,0,178,1742,520,1100,109863,0.32309,0.04548,1.150294,"bacteria_odb10","0.8","0.8","0.0","6.5","92.7","124","C:0.8%[S:0.8%,D:0.0%],F:6.5%,M:92.7%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_Bin_132-contigs","taxid assigned","based on 8973/9235 ORFs","1;131567;2;1224;1236;135613;1046;53452;61598","1.00;1.00;1.00;0.95;0.71;0.70;0.70;0.60;0.60","Bacteria","1.00","Proteobacteria: 0.95","Gammaproteobacteria: 0.71","Chromatiales: 0.70","Chromatiaceae: 0.70","Lamprocystis: 0.60","Lamprocystis purpurea: 0.60","15mw","CB",687,9847191,0,142,20258,476,6922,103406,0.62316,0.04533,9.847191,"bacteria_odb10","87.9","37.1","50.8","1.6","10.5","124","C:87.9%[S:37.1%,D:50.8%],F:1.6%,M:10.5%,n:124","C:19.6%[S:3.1%,D:16.5%],F:5.7%,M:74.7%,n:194","C:6.3%[S:3.9%,D:2.4%],F:2.7%,M:91.0%,n:255"
"15mw_Bin_140-contigs","taxid assigned","based on 2718/3031 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.36;0.33","Bacteria","0.99","Verrucomicrobia: 0.33","no support","no support","no support","no support","no support","15mw","CB",176,3314652,0,35,28189,112,9637,100563,0.58472,0.0269,3.314652,"bacteria_odb10","84.7","83.1","1.6","6.5","8.8","124","C:84.7%[S:83.1%,D:1.6%],F:6.5%,M:8.8%,n:124","C:16.0%[S:16.0%,D:0.0%],F:4.1%,M:79.9%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.2%,M:97.2%,n:255"
"15mw_Bin_141-contigs","taxid assigned (2/2)","based on 118/489 ORFs","1;131567;2","1.00;0.99;0.54","Bacteria","0.54","no support","no support","no support","no support","no support","no support","15mw","CB",47,523529,0,7,18718,28,4581,73800,0.571,0.05123,0.523529,"Check_logs","-","-","-","-","-","-","-","-","-"
"15mw_Bin_144-contigs","taxid assigned","based on 1334/1398 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;1.00;0.96;0.96;0.95;0.62;0.53","Bacteria","1.00","Bacteroidetes: 0.95",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.53","15mw","CB",641,1091441,0,222,1752,538,1109,6236,0.36905,0.02607,1.091441,"bacteria_odb10","18.5","18.5","0.0","17.7","63.8","124","C:18.5%[S:18.5%,D:0.0%],F:17.7%,M:63.8%,n:124","C:3.1%[S:3.1%,D:0.0%],F:2.6%,M:94.3%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.2%,M:97.6%,n:255"
"15mw_Bin_145-contigs","taxid assigned","based on 2023/2110 ORFs","1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1091","1.00;1.00;1.00;0.99;0.99;0.99;0.97;0.97;0.97;0.70;0.69","Bacteria","1.00","Chlorobi: 0.99","Chlorobia: 0.97","Chlorobiales: 0.97","Chlorobiaceae: 0.97","Chlorobium: 0.69","no support","15mw","CB",338,2054881,0,93,7266,256,3428,23639,0.4882,0.02804,2.054881,"bacteria_odb10","61.3","61.3","0.0","11.3","27.4","124","C:61.3%[S:61.3%,D:0.0%],F:11.3%,M:27.4%,n:124","C:14.4%[S:13.9%,D:0.5%],F:2.1%,M:83.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.0%,M:94.9%,n:255"
"15mw_Bin_147-contigs","taxid assigned","based on 8355/9026 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;0.99;0.74;0.73;0.71;0.43","Bacteria","0.99","Bacteroidetes: 0.71","Bacteroidia: 0.43","no support","no support","no support","no support","15mw","CB",1510,9334711,0,402,6922,1167,3433,69578,0.39055,0.03491,9.334711,"bacteria_odb10","91.9","37.9","54.0","4.0","4.1","124","C:91.9%[S:37.9%,D:54.0%],F:4.0%,M:4.1%,n:124","C:23.2%[S:17.5%,D:5.7%],F:4.6%,M:72.2%,n:194","C:3.9%[S:2.7%,D:1.2%],F:2.0%,M:94.1%,n:255"
"15mw_Bin_148-contigs","taxid assigned (1/2)","based on 3314/4114 ORFs","1;131567;2;2323;1783234;1783273","1.00;0.99;0.96;0.40;0.40;0.30","Bacteria","0.96","no support","no support","no support","no support","no support","no support","15mw","CB",282,4147282,0,39,24352,176,5752,132598,0.33094,0.02373,4.147282,"mollicutes_odb10","68.9","21.9","47.0","2.0","29.1","151","C:72.6%[S:36.3%,D:36.3%],F:8.9%,M:18.5%,n:124","C:10.8%[S:6.7%,D:4.1%],F:5.2%,M:84.0%,n:194","C:1.6%[S:1.2%,D:0.4%],F:0.4%,M:98.0%,n:255"
"15mw_Bin_150-contigs","taxid assigned","based on 4014/4065 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;0.99;0.97;0.96;0.96","Bacteria","0.99","Actinobacteria: 0.96","Actinomycetia: 0.96","no support","no support","no support","no support","15mw","CB",633,3536157,0,79,10753,396,2112,95779,0.41237,0.01755,3.536157,"bacteria_odb10","91.1","12.1","79.0","3.2","5.7","124","C:91.1%[S:12.1%,D:79.0%],F:3.2%,M:5.7%,n:124","C:16.0%[S:2.1%,D:13.9%],F:3.1%,M:80.9%,n:194","C:3.1%[S:0.4%,D:2.7%],F:2.4%,M:94.5%,n:255"
"15mw_Bin_151-contigs","taxid assigned","based on 3129/3274 ORFs","1;131567;2;57723;533205;574975;574976;1951928;2052165*","1.00;1.00;1.00;0.97;0.87;0.87;0.87;0.82;0.82","Bacteria","1.00","Acidobacteria: 0.97","Holophagae: 0.87","Holophagales: 0.87","Holophagaceae: 0.87",NA,"Holophagaceae bacterium*: 0.82","15mw","CB",606,3121619,0,120,7870,419,2398,59350,0.67946,0.02806,3.121619,"bacteria_odb10","72.6","71.8","0.8","16.1","11.3","124","C:72.6%[S:71.8%,D:0.8%],F:16.1%,M:11.3%,n:124","C:13.9%[S:13.9%,D:0.0%],F:5.2%,M:80.9%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.4%,M:94.9%,n:255"
