"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth.x","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15mm_3.fa","taxid assigned","based on 1040/1491 ORFs","1;131567;2","1.00;0.87;0.82","Bacteria","0.82","no support","no support","no support","no support","no support","no support","15mm","NCB",359,1314680,0,77,4921,260,1667,23876,0.33405,0.04572,1.31468,"archaea_odb10","2.5","1","1.5","0","97.5","194","C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.5%[S:1.0%,D:1.5%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mm_31.fa","taxid assigned","based on 957/1017 ORFs","1;131567;2;1783257;74201","1.00;1.00;1.00;0.83;0.79","Bacteria","1.00","Verrucomicrobia: 0.79","no support","no support","no support","no support","no support","15mm","NCB",465,773274,0,168,1687,394,1134,4703,0.62825,0.02044,0.773274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15mm_35.fa","taxid assigned","based on 7410/8077 ORFs","1;131567;2;1224;68525;28221;122706;2026735","1.00;1.00;0.99;0.83;0.71;0.71;0.56;0.56","Bacteria","0.99","Proteobacteria: 0.83","Deltaproteobacteria: 0.71",NA,NA,NA,"Deltaproteobacteria bacterium: 0.56","15mm","NCB",1121,8428209,0,264,9491,832,3717,60767,0.4745,0.02851,8.428209,"bacteria_odb10","66.1","30.6","35.5","8.1","25.8","124","C:66.1%[S:30.6%,D:35.5%],F:8.1%,M:25.8%,n:124","C:16.0%[S:5.7%,D:10.3%],F:4.1%,M:79.9%,n:194","C:3.2%[S:2.0%,D:1.2%],F:2.4%,M:94.4%,n:255"
"15mm_37.fa","taxid assigned","based on 5588/6816 ORFs","1;131567;2;1783272","1.00;0.81;0.76;0.30","Bacteria","0.76","no support","no support","no support","no support","no support","no support","15mm","NCB",371,6528156,0,42,34796,218,6772,359051,0.37376,0.03811,6.528156,"bacteria_odb10","97.6","35.5","62.1","1.6","0.8","124","C:97.6%[S:35.5%,D:62.1%],F:1.6%,M:0.8%,n:124","C:20.6%[S:12.4%,D:8.2%],F:3.1%,M:76.3%,n:194","C:3.9%[S:0.8%,D:3.1%],F:0.8%,M:95.3%,n:255"
"15mm_38.fa","taxid assigned","based on 4498/5541 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;0.99;0.98;0.85;0.85;0.82;0.58;0.57","Bacteria","0.98","Bacteroidetes: 0.82",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.57","15mm","NCB",339,6229917,0,55,33009,209,7865,130100,0.31305,0.02921,6.229917,"bacteria_odb10","97.6","96","1.6","2.4","0","124","C:97.6%[S:96.0%,D:1.6%],F:2.4%,M:0.0%,n:124","C:22.6%[S:21.1%,D:1.5%],F:2.6%,M:74.8%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.4%,M:93.3%,n:255"
"15mm_39.fa","taxid assigned","based on 778/1681 ORFs","1;131567;2","1.00;0.98;0.59","Bacteria","0.59","no support","no support","no support","no support","no support","no support","15mm","NCB",736,2050776,0,177,3481,559,1365,23405,0.41537,0.05461,2.050776,"bacteria_odb10","0.8","0.8","0","0.8","98.4","124","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_40.fa","taxid assigned","based on 1364/1582 ORFs","1;131567;2","1.00;0.98;0.88","Bacteria","0.88","no support","no support","no support","no support","no support","no support","15mm","NCB",339,1549399,0,84,6173,248,2361,30204,0.30819,0.02878,1.549399,"bacteria_odb10","56.5","56.5","0","13.7","29.8","124","C:56.5%[S:56.5%,D:0.0%],F:13.7%,M:29.8%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.6%,M:82.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
"15mm_41.fa","taxid assigned","based on 3018/3197 ORFs","1;131567;2;1224;68525;28221;213118;213121;231686;2053307","1.00;1.00;1.00;0.82;0.67;0.67;0.62;0.61;0.59;0.59","Bacteria","1.00","Proteobacteria: 0.82","Deltaproteobacteria: 0.67","Desulfobacterales: 0.62","Desulfobulbaceae: 0.61",NA,"Desulfobulbaceae bacterium: 0.59","15mm","NCB",1523,2496689,0,543,1667,1287,1105,4870,0.5483,0.04059,2.496689,"bacteria_odb10","19.3","16.1","3.2","15.3","65.4","124","C:19.3%[S:16.1%,D:3.2%],F:15.3%,M:65.4%,n:124","C:6.2%[S:5.2%,D:1.0%],F:3.1%,M:90.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
"15mm_42.fa","taxid assigned","based on 6331/6646 ORFs","1;131567;2;1224;68525;28221;213118;213121;231686;2053307","1.00;1.00;1.00;0.85;0.44;0.44;0.40;0.37;0.33;0.31","Bacteria","1.00","Proteobacteria: 0.85","Deltaproteobacteria: 0.44","Desulfobacterales: 0.40","Desulfobulbaceae: 0.37",NA,"Desulfobulbaceae bacterium: 0.31","15mm","NCB",846,6847475,0,163,11170,608,3788,94752,0.50745,0.03644,6.847475,"bacteria_odb10","92","45.2","46.8","3.2","4.8","124","C:92.0%[S:45.2%,D:46.8%],F:3.2%,M:4.8%,n:124","C:17.0%[S:9.8%,D:7.2%],F:3.6%,M:79.4%,n:194","C:3.6%[S:2.0%,D:1.6%],F:3.1%,M:93.3%,n:255"
"15mm_45.fa","taxid assigned","based on 4596/5161 ORFs","1;131567;2;1783257;203682;473814;2026780","1.00;1.00;1.00;0.90;0.89;0.60;0.60","Bacteria","1.00","Planctomycetes: 0.89",NA,NA,NA,NA,"Planctomycetes bacterium: 0.60","15mm","NCB",1985,4901554,0,568,2775,1569,1354,21099,0.5441,0.02253,4.901554,"bacteria_odb10","45.2","45.2","0","23.4","31.4","124","C:45.2%[S:45.2%,D:0.0%],F:23.4%,M:31.4%,n:124","C:8.2%[S:8.2%,D:0.0%],F:7.2%,M:84.6%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.4%,M:95.6%,n:255"
"15mm_50.fa","taxid assigned","based on 1598/2729 ORFs","1;131567;2","1.00;0.69;0.66","Bacteria","0.66","no support","no support","no support","no support","no support","no support","15mm","NCB",233,1890367,0,41,11380,155,3682,84179,0.35188,0.03856,1.890367,"archaea_odb10","1.5","1.5","0","0","98.5","194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_51.fa","taxid assigned","based on 6556/7026 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.71;0.71;0.69","Bacteria","0.98","Bacteroidetes: 0.69","no support","no support","no support","no support","no support","15mm","NCB",2850,5142482,0,989,1866,2379,1168,6298,0.32547,0.02848,5.142482,"bacteria_odb10","62.1","44.4","17.7","14.5","23.4","124","C:62.1%[S:44.4%,D:17.7%],F:14.5%,M:23.4%,n:124","C:12.8%[S:8.2%,D:4.6%],F:5.7%,M:81.5%,n:194","C:3.9%[S:3.5%,D:0.4%],F:2.4%,M:93.7%,n:255"
"15mm_54.fa","taxid assigned","based on 10897/16793 ORFs","1;131567;2;1783270;68336","1.00;0.82;0.73;0.30;0.30","Bacteria","0.73","no support","no support","no support","no support","no support","no support","15mm","NCB",6427,10674029,0,2209,1668,5413,1098,20768,0.30046,0.03806,10.674029,"bacteria_odb10","37.9","27.4","10.5","27.4","34.7","124","C:37.9%[S:27.4%,D:10.5%],F:27.4%,M:34.7%,n:124","C:18.6%[S:16.5%,D:2.1%],F:7.7%,M:73.7%,n:194","C:3.5%[S:3.5%,D:0.0%],F:3.1%,M:93.4%,n:255"
"15mm_55.fa","taxid assigned","based on 1375/1525 ORFs","1;131567;2;1224;28216;80840","1.00;0.95;0.93;0.78;0.58;0.38","Bacteria","0.93","Proteobacteria: 0.78","Betaproteobacteria: 0.58","Burkholderiales: 0.38","no support","no support","no support","15mm","NCB",777,1279453,0,268,1655,656,1096,8712,0.53629,0.04513,1.279453,"bacteria_odb10","7.2","5.6","1.6","8.9","83.9","124","C:7.2%[S:5.6%,D:1.6%],F:8.9%,M:83.9%,n:124","C:1.5%[S:1.5%,D:0.0%],F:2.1%,M:96.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
"15mm_57.fa","taxid assigned (2/2)","based on 4992/5160 ORFs","1;131567;2;1224;1236;135618;2202198;2304002","1.00;1.00;1.00;0.98;0.96;0.47;0.31;0.31","Bacteria","1.00","Proteobacteria: 0.98","Gammaproteobacteria: 0.96","Methylococcales: 0.47",NA,NA,"Methylococcales bacterium: 0.31","15mm","NCB",772,4959639,0,179,7965,564,3224,39872,0.43742,0.05288,4.959639,"bacteria_odb10","83.1","47.6","35.5","4","12.9","124","C:83.1%[S:47.6%,D:35.5%],F:4.0%,M:12.9%,n:124","C:16.5%[S:9.8%,D:6.7%],F:6.7%,M:76.8%,n:194","C:3.9%[S:2.7%,D:1.2%],F:2.4%,M:93.7%,n:255"
"15mm_6.fa","taxid assigned","based on 710/763 ORFs","1;131567;2;1783270;68336;976;200643;1970189;1471398","1.00;1.00;0.99;0.82;0.82;0.79;0.47;0.37;0.37","Bacteria","0.99","Bacteroidetes: 0.79","Bacteroidia: 0.47","Marinilabiliales: 0.37","Prolixibacteraceae: 0.37","no support","no support","15mm","NCB",402,717707,0,143,1869,336,1175,5474,0.48066,0.03441,0.717707,"bacteria_odb10","16.1","15.3","0.8","5.6","78.3","124","C:16.1%[S:15.3%,D:0.8%],F:5.6%,M:78.3%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mm_60.fa","taxid assigned (2/2)","based on 11038/11381 ORFs","1;131567;2;1224;1236;135613;1046;53392;1166950","1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.52;0.52","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.98","Chromatiales: 0.98","Chromatiaceae: 0.98","Thiodictyon: 0.52","Candidatus Thiodictyon syntrophicum: 0.52","15mm","NCB",1191,12406742,0,249,14418,838,4860,98580,0.65528,0.03072,12.406742,"bacteria_odb10","93.5","26.6","66.9","2.4","4.1","124","C:93.5%[S:26.6%,D:66.9%],F:2.4%,M:4.1%,n:124","C:19.1%[S:6.2%,D:12.9%],F:4.6%,M:76.3%,n:194","C:6.6%[S:3.9%,D:2.7%],F:2.4%,M:91.0%,n:255"
"15mm_68.fa","taxid assigned","based on 351/1224 ORFs","1;131567;2759;33090;3041;2692248;3166;2812636;3042;3051;3052","1.00;0.84;0.60;0.55;0.53;0.53;0.51;0.51;0.49;0.32;0.32","Eukaryota","0.60","Chlorophyta: 0.53","Chlorophyceae: 0.51","Chlamydomonadales: 0.49","Chlamydomonadaceae: 0.32","Chlamydomonas: 0.32","no support","15mm","NCB",157,1282485,0,36,10674,113,4031,43175,0.69531,0.03341,1.282485,"archaea_odb10","1.5","1.5","0","0","98.5","194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15mm_7.fa","taxid assigned","based on 7581/8110 ORFs","1;131567;2;1783272;200795","1.00;1.00;0.99;0.89;0.88","Bacteria","0.99","Chloroflexi: 0.88","no support","no support","no support","no support","no support","15mm","NCB",1539,8056381,0,364,6178,1167,2749,62953,0.48695,0.03513,8.056381,"bacteria_odb10","50.9","31.5","19.4","7.3","41.8","124","C:50.9%[S:31.5%,D:19.4%],F:7.3%,M:41.8%,n:124","C:13.4%[S:8.2%,D:5.2%],F:5.2%,M:81.4%,n:194","C:5.9%[S:4.7%,D:1.2%],F:3.1%,M:91.0%,n:255"
"15mm_71.fa","taxid assigned (2/2)","based on 366/2360 ORFs","1;131567;2","1.00;0.97;0.55","Bacteria","0.55","no support","no support","no support","no support","no support","no support","15mm","NCB",1458,1957950,0,584,1280,1268,1046,5678,0.64046,0.05472,1.95795,"archaea_odb10","0","0","0","0.5","99.5","194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15mm_77.fa","taxid assigned (1/2)","based on 1023/5300 ORFs","1;131567;2759;3027;589342;589343;55528;55529*;905079*","1.00;0.99;0.64;0.41;0.41;0.41;0.41;0.41;0.40","Eukaryota","0.64",NA,"Cryptophyceae: 0.41","Pyrenomonadales: 0.41","Geminigeraceae: 0.41","Guillardia: 0.41","Guillardia theta*: 0.41","15mm","NCB",2826,4395120,0,1002,1527,2406,1077,6988,0.52577,0.04808,4.39512,"eukaryota_odb10","1.2","1.2","0","2.7","96.1","255","C:1.6%[S:1.6%,D:0.0%],F:3.2%,M:95.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.7%,M:96.1%,n:255"
"15mm_79.fa","taxid assigned (2/2)","based on 6517/6767 ORFs","1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1099;34090","1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.94;0.84;0.35;0.35","Bacteria","1.00","Chlorobi: 0.95","Chlorobia: 0.94","Chlorobiales: 0.94","Chlorobiaceae: 0.94","Pelodictyon: 0.35","Pelodictyon phaeoclathratiforme: 0.35","15mm","NCB",502,6835597,0,65,22881,325,5326,215034,0.47626,0.02755,6.835597,"bacteria_odb10","90.3","18.5","71.8","6.5","3.2","124","C:90.3%[S:18.5%,D:71.8%],F:6.5%,M:3.2%,n:124","C:20.6%[S:3.6%,D:17.0%],F:3.6%,M:75.8%,n:194","C:4.3%[S:1.6%,D:2.7%],F:2.0%,M:93.7%,n:255"
"15mm_85.fa","taxid assigned","based on 3015/3443 ORFs","1;131567;2;1224;68525;28221","1.00;1.00;0.98;0.52;0.38;0.38","Bacteria","0.98","Proteobacteria: 0.52","Deltaproteobacteria: 0.38","no support","no support","no support","no support","15mm","NCB",1527,2836977,0,546,1930,1273,1227,10963,0.48425,0.03606,2.836977,"bacteria_odb10","18.5","14.5","4","12.1","69.4","124","C:18.5%[S:14.5%,D:4.0%],F:12.1%,M:69.4%,n:124","C:5.6%[S:4.6%,D:1.0%],F:2.6%,M:91.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
"15mm_86.fa","taxid assigned","based on 2143/2205 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;1.00;0.98;0.98;0.97;0.66;0.55","Bacteria","1.00","Bacteroidetes: 0.97",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.55","15mm","NCB",472,2190833,0,126,5637,358,2457,22627,0.36817,0.0169,2.190833,"bacteria_odb10","45.1","43.5","1.6","6.5","48.4","124","C:45.1%[S:43.5%,D:1.6%],F:6.5%,M:48.4%,n:124","C:10.8%[S:10.8%,D:0.0%],F:3.6%,M:85.6%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.1%,M:94.2%,n:255"
"15mm_87.fa","taxid assigned","based on 704/1012 ORFs","1;131567;2","1.00;0.73;0.71","Bacteria","0.71","no support","no support","no support","no support","no support","no support","15mm","NCB",61,857236,0,8,35005,39,5285,74041,0.31725,0.03029,0.857236,"bacteria_odb10","0.8","0.8","0","1.6","97.6","124","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_89.fa","taxid assigned","based on 5944/6233 ORFs","1;131567;2;1783270;68336;976;117743;200644","1.00;1.00;1.00;0.93;0.93;0.92;0.69;0.65","Bacteria","1.00","Bacteroidetes: 0.92","Flavobacteriia: 0.69","Flavobacteriales: 0.65","no support","no support","no support","15mm","NCB",117,7210402,0,20,103899,69,31015,433430,0.34259,0.01406,7.210402,"bacteria_odb10","99.2","8.9","90.3","0.8","0","124","C:99.2%[S:8.9%,D:90.3%],F:0.8%,M:0.0%,n:124","C:19.1%[S:3.6%,D:15.5%],F:3.1%,M:77.8%,n:194","C:3.9%[S:0.0%,D:3.9%],F:2.4%,M:93.7%,n:255"
"15mm_9.fa","taxid assigned","based on 3389/6985 ORFs","1;131567;2","1.00;0.78;0.70","Bacteria","0.70","no support","no support","no support","no support","no support","no support","15mm","NCB",340,4758724,0,52,24047,215,5600,177950,0.26849,0.02779,4.758724,"archaea_odb10","5.2","3.1","2.1","1.5","93.3","194","C:7.2%[S:4.8%,D:2.4%],F:2.4%,M:90.4%,n:124","C:5.2%[S:3.1%,D:2.1%],F:1.5%,M:93.3%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.0%,M:98.8%,n:255"
"15mm_90.fa","taxid assigned","based on 6909/9762 ORFs","1;131567;2","1.00;0.97;0.76","Bacteria","0.76","no support","no support","no support","no support","no support","no support","15mm","NCB",4881,7062811,0,1844,1397,4197,1060,11558,0.49688,0.03277,7.062811,"bacteria_odb10","29","23.4","5.6","22.6","48.4","124","C:29.0%[S:23.4%,D:5.6%],F:22.6%,M:48.4%,n:124","C:6.2%[S:6.2%,D:0.0%],F:5.7%,M:88.1%,n:194","C:3.1%[S:3.1%,D:0.0%],F:6.7%,M:90.2%,n:255"
"15mm_93.fa","taxid assigned","based on 6898/7331 ORFs","1;131567;2;1783257;74201;414999","1.00;1.00;1.00;0.88;0.85;0.60","Bacteria","1.00","Verrucomicrobia: 0.85","Opitutae: 0.60","no support","no support","no support","no support","15mm","NCB",633,8973891,0,131,21570,427,6644,103503,0.633,0.02202,8.973891,"bacteria_odb10","78.2","50","28.2","10.5","11.3","124","C:78.2%[S:50.0%,D:28.2%],F:10.5%,M:11.3%,n:124","C:12.9%[S:12.4%,D:0.5%],F:5.7%,M:81.4%,n:194","C:2.8%[S:2.0%,D:0.8%],F:2.4%,M:94.8%,n:255"
"15mm_94.fa","taxid assigned","based on 11777/17540 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286","1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.39;0.39","Eukaryota","0.98","Chlorophyta: 0.97","Trebouxiophyceae: 0.91","Chlorellales: 0.89","Chlorellaceae: 0.89","Chlorella: 0.54","Chlorella desiccata (nom. nud.): 0.39","15mm","NCB",1211,18841072,0,263,21218,851,7321,114976,0.7142,0.02909,18.841072,"chlorophyta_odb10","93.1","92.6","0.5","1.4","5.5","1519","C:33.8%[S:30.6%,D:3.2%],F:32.3%,M:33.9%,n:124","C:36.1%[S:34.0%,D:2.1%],F:16.5%,M:47.4%,n:194","C:80.0%[S:80.0%,D:0.0%],F:6.7%,M:13.3%,n:255"
"15mm_96.fa","taxid assigned","based on 1495/1521 ORFs","1;131567;2;1224","1.00;1.00;1.00;0.93","Bacteria","1.00","Proteobacteria: 0.93","no support","no support","no support","no support","no support","15mm","NCB",465,1093396,0,133,2558,371,1345,16319,0.29343,0.03107,1.093396,"alphaproteobacteria_odb10","57.1","48.1","9","15.5","27.4","432","C:63.7%[S:50.8%,D:12.9%],F:20.2%,M:16.1%,n:124","C:10.3%[S:6.7%,D:3.6%],F:5.7%,M:84.0%,n:194","C:3.6%[S:2.4%,D:1.2%],F:0.8%,M:95.6%,n:255"
"15mm_97.fa","taxid assigned","based on 7274/7846 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.90;0.90;0.88","Bacteria","0.99","Bacteroidetes: 0.88","no support","no support","no support","no support","no support","15mm","NCB",642,9652942,0,75,29075,402,5618,187681,0.41015,0.01975,9.652942,"bacteria_odb10","96","33.9","62.1","3.2","0.8","124","C:96.0%[S:33.9%,D:62.1%],F:3.2%,M:0.8%,n:124","C:21.6%[S:8.2%,D:13.4%],F:3.1%,M:75.3%,n:194","C:4.7%[S:2.0%,D:2.7%],F:1.6%,M:93.7%,n:255"
"15mm_99.fa","taxid assigned","based on 2742/3050 ORFs","1;131567;2;1783270;68336","1.00;1.00;0.98;0.51;0.50","Bacteria","0.98","no support","no support","no support","no support","no support","no support","15mm","NCB",122,3771990,0,23,59301,68,14300,147415,0.35374,0.01645,3.77199,"bacteria_odb10","92.7","92.7","0","3.2","4.1","124","C:92.7%[S:92.7%,D:0.0%],F:3.2%,M:4.1%,n:124","C:20.1%[S:20.1%,D:0.0%],F:3.6%,M:76.3%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
"15mw_1.fa","taxid assigned","based on 8389/9763 ORFs","1;131567;2;1783257;74201","1.00;0.99;0.98;0.53;0.43","Bacteria","0.98","Verrucomicrobia: 0.43","no support","no support","no support","no support","no support","15mw","NCB",4776,7398824,0,1718,1519,4067,1074,15582,0.60993,0.03793,7.398824,"bacteria_odb10","43.5","29.8","13.7","29.8","26.7","124","C:43.5%[S:29.8%,D:13.7%],F:29.8%,M:26.7%,n:124","C:10.8%[S:10.8%,D:0.0%],F:7.7%,M:81.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.2%,M:96.4%,n:255"
"15mw_10.fa","taxid assigned","based on 1259/1295 ORFs","1;131567;2;1783272;201174","1.00;1.00;1.00;0.44;0.43","Bacteria","1.00","Actinobacteria: 0.43","no support","no support","no support","no support","no support","15mw","NCB",502,865322,0,170,1721,422,1125,6646,0.51774,0.02214,0.865322,"bacteria_odb10","46.8","38.7","8.1","12.9","40.3","124","C:46.8%[S:38.7%,D:8.1%],F:12.9%,M:40.3%,n:124","C:5.6%[S:4.6%,D:1.0%],F:1.5%,M:92.9%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
"15mw_102.fa","taxid assigned","based on 683/1434 ORFs","1;131567;2;1224","1.00;0.98;0.58;0.33","Bacteria","0.58","Proteobacteria: 0.33","no support","no support","no support","no support","no support","15mw","NCB",741,1838588,0,169,2901,575,1220,23285,0.38561,0.04704,1.838588,"archaea_odb10","1.5","1.5","0","0","98.5","194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_103.fa","taxid assigned","based on 2553/2902 ORFs","1;131567;2;1783272;200795","1.00;0.99;0.98;0.82;0.81","Bacteria","0.98","Chloroflexi: 0.81","no support","no support","no support","no support","no support","15mw","NCB",1177,2273626,0,370,2002,967,1168,15229,0.49303,0.04425,2.273626,"bacteria_odb10","25.8","25","0.8","16.1","58.1","124","C:25.8%[S:25.0%,D:0.8%],F:16.1%,M:58.1%,n:124","C:2.6%[S:2.6%,D:0.0%],F:3.6%,M:93.8%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.8%,M:96.5%,n:255"
"15mw_104.fa","taxid assigned","based on 8827/9295 ORFs","1;131567;2;1783272;200795","1.00;1.00;1.00;0.92;0.91","Bacteria","1.00","Chloroflexi: 0.91","no support","no support","no support","no support","no support","15mw","NCB",1022,9478316,0,249,11855,745,4545,47518,0.49547,0.02808,9.478316,"bacteria_odb10","71.8","37.9","33.9","8.1","20.1","124","C:71.8%[S:37.9%,D:33.9%],F:8.1%,M:20.1%,n:124","C:20.7%[S:8.8%,D:11.9%],F:3.1%,M:76.2%,n:194","C:6.3%[S:2.0%,D:4.3%],F:3.5%,M:90.2%,n:255"
"15mw_109.fa","taxid assigned","based on 571/625 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;1.00;0.85;0.85;0.81;0.32","Bacteria","1.00","Bacteroidetes: 0.81","Bacteroidia: 0.32","no support","no support","no support","no support","15mw","NCB",439,1020887,0,109,2516,348,1217,49908,0.46352,0.04777,1.020887,"bacteria_odb10","0","0","0","1.6","98.4","124","C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_11.fa","taxid assigned","based on 7288/7516 ORFs","1;131567;2;1783272;201174;1760","1.00;0.99;0.99;0.93;0.91;0.78","Bacteria","0.99","Actinobacteria: 0.91","Actinomycetia: 0.78","no support","no support","no support","no support","15mw","NCB",2853,5159485,0,960,1883,2373,1142,8298,0.44509,0.03312,5.159485,"bacteria_odb10","81.5","31.5","50","13.7","4.8","124","C:81.5%[S:31.5%,D:50.0%],F:13.7%,M:4.8%,n:124","C:14.9%[S:8.2%,D:6.7%],F:7.2%,M:77.9%,n:194","C:4.7%[S:2.7%,D:2.0%],F:1.6%,M:93.7%,n:255"
"15mw_110.fa","taxid assigned","based on 263/1838 ORFs","1;131567;2","1.00;0.90;0.57","Bacteria","0.57","no support","no support","no support","no support","no support","no support","15mw","NCB",664,1343444,0,200,2139,541,1176,8003,0.55151,0.05534,1.343444,"archaea_odb10","0.5","0.5","0","0","99.5","194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mw_114.fa","taxid assigned","based on 8465/9127 ORFs","1;131567;2;1224;1236;135618","1.00;1.00;0.99;0.65;0.56;0.52","Bacteria","0.99","Proteobacteria: 0.65","Gammaproteobacteria: 0.56","Methylococcales: 0.52","no support","no support","no support","15mw","NCB",655,9460654,0,127,21580,442,6619,213809,0.39915,0.02553,9.460654,"bacteria_odb10","100","13.7","86.3","0","0","124","C:100.0%[S:13.7%,D:86.3%],F:0.0%,M:0.0%,n:124","C:21.6%[S:7.2%,D:14.4%],F:6.7%,M:71.7%,n:194","C:7.4%[S:3.9%,D:3.5%],F:1.2%,M:91.4%,n:255"
"15mw_115.fa","taxid assigned (1/2)","based on 2899/3264 ORFs","1;131567;2;1224;28216","1.00;0.96;0.95;0.70;0.30","Bacteria","0.95","Proteobacteria: 0.70","Betaproteobacteria: 0.30","no support","no support","no support","no support","15mw","NCB",1287,2480859,0,385,1972,1058,1143,31682,0.42096,0.03932,2.480859,"bacteria_odb10","28.2","25.8","2.4","18.5","53.3","124","C:28.2%[S:25.8%,D:2.4%],F:18.5%,M:53.3%,n:124","C:5.7%[S:5.7%,D:0.0%],F:5.2%,M:89.1%,n:194","C:1.6%[S:1.2%,D:0.4%],F:1.2%,M:97.2%,n:255"
"15mw_118.fa","taxid assigned","based on 7321/9249 ORFs","1;131567;2","1.00;0.95;0.91","Bacteria","0.91","no support","no support","no support","no support","no support","no support","15mw","NCB",915,8170302,0,112,13472,615,3699,219810,0.33307,0.03285,8.170302,"bacteria_odb10","96.8","36.3","60.5","3.2","0","124","C:96.8%[S:36.3%,D:60.5%],F:3.2%,M:0.0%,n:124","C:21.7%[S:11.9%,D:9.8%],F:5.7%,M:72.6%,n:194","C:7.5%[S:6.7%,D:0.8%],F:1.2%,M:91.3%,n:255"
